Month,Year,Borough,ViolenceAgainstPerson_Murder,ViolenceAgainstPerson_WoundingGBH,ViolenceAgainstPerson_AssaultWithInjury,ViolenceAgainstPerson_CommonAssault,ViolenceAgainstPerson_OffensiveWeapon,ViolenceAgainstPerson_Harassment,ViolenceAgainstPerson_OtherViolence,Sexual_Rape,Sexual_OtherSexual,Robbery_PersonalProperty,Robbery_BusinessProperty,Burglary_Dwelling,Burglary_OtherBuildings,Theft_TakingOfMotorVehicle,Theft_FromMotorVehicle,Theft_MotorVehicleTampering,Theft_FromShops,Theft_Person,Theft_TakingOfPedalCycles,Theft_OtherTheft,Theft_HandlingStolenGoods,FraudForgery_CountedPerVictim,FraudForgery_OtherFraudForgery,CriminalDamage_Dwelling,CriminalDamage_OtherBuildings,CriminalDamage_MotorVehicle,CriminalDamage_OtherCriminalDamage,Drugs_DrugTrafficking,Drugs_PossessionOfDrugs,Drugs_OtherDrugs,OtherNotifiableOffences_GoingEquipped,OtherNotifiableOffences_OtherNotifiable,Males00-20,Males00-20,Males21-40,Males41-60,Males61+,Females00-20,Females21-40,Females41-60,Females61+,PoliceOfficer,PoliceSergeant,SpecialPoliceConstable,PoliceCommunitySupportOfficer,PoliceStaff,UnemployedMale18-24,UnemployedMale25-44,UnemployedMale45-64,UnemployedFemale18-24,UnemployedFemale25-44,UnemployedFemale45-64,PublicAttitudeSurvey_FearofCrime%
SEP,2015,Westminster,0,96,142,290,24,290,34,17,39,126,5,101,151,56,152,39,331,405,106,1007,4,0,14,26,21,70,34,11,185,1,2,60,26087,26087,52430,30744,17240,24192,45826,28745,19693,1237,102,244,70,34,795,2085,1740,435,1680,1410,35
AUG,2015,Barking&Dagenham,0,77,105,122,5,147,21,15,12,42,3,89,56,71,76,11,60,23,26,161,4,0,5,32,12,65,26,3,95,1,2,34,36040,36040,30561,23728,11436,33607,33458,24582,14797,503,39,86,41,15,1080,2445,1560,795,2115,1155,46
AUG,2015,Barnet,0,60,107,148,9,236,25,9,20,45,7,163,89,63,203,51,114,44,26,290,4,0,4,47,17,75,41,2,59,1,0,40,54146,54146,61101,47689,30324,50465,61835,50360,37741,534,42,109,52,12,765,2640,2205,510,2070,1605,40
AUG,2015,Bexley,0,27,62,88,7,93,17,11,13,8,0,44,25,36,68,18,52,7,9,120,1,0,2,19,8,50,28,2,38,0,0,15,34427,34427,31256,32867,22801,32930,33951,35015,28610,368,39,70,44,13,765,1365,1065,675,1290,960,37
AUG,2015,Brent,0,76,136,191,17,217,41,15,26,50,5,158,67,69,124,18,107,60,29,239,3,0,1,37,18,63,44,9,137,2,1,38,46034,46034,61121,41083,22316,42872,56140,41240,25995,590,47,85,24,18,1050,4410,3930,795,2730,2640,45
AUG,2015,Bromley,0,57,112,141,5,245,24,9,17,25,2,135,64,51,115,23,142,26,19,232,0,0,4,45,12,78,57,4,50,1,1,39,43347,43347,41114,45569,32078,41147,45213,48382,40492,492,38,74,55,4,645,1500,1455,465,1320,1065,28
AUG,2015,Camden,0,84,126,169,7,199,27,13,34,83,11,113,111,54,109,21,125,155,86,456,1,0,4,36,22,50,42,4,118,1,0,37,28875,28875,49103,28317,16335,28156,48710,27283,19809,669,48,162,33,10,720,2175,1920,525,1575,1230,36
AUG,2015,Croydon,0,99,202,227,13,246,40,18,36,32,4,121,62,52,183,39,150,40,13,309,1,0,6,64,25,96,51,7,112,1,2,52,56047,56047,55269,51038,29291,54025,59056,54499,35617,720,56,108,37,16,1755,3570,2910,1185,2820,2190,43
AUG,2015,Ealing,0,92,149,219,8,229,35,15,34,50,3,120,54,46,156,33,136,63,36,285,2,0,2,45,20,88,47,11,127,0,1,54,48986,48986,61386,45191,24707,46203,58591,45137,29023,679,54,100,35,17,1395,4755,3135,795,2925,2175,40
AUG,2015,Enfield,1,48,165,152,11,196,19,17,16,69,5,113,69,53,186,45,99,33,27,241,6,0,2,30,10,84,43,12,95,0,1,34,50625,50625,48416,42047,24560,47181,52336,45411,30227,562,44,112,42,10,1260,3135,2580,990,2925,2085,44
AUG,2015,Greenwich,1,82,156,165,15,230,27,16,25,39,6,79,48,62,93,18,122,39,19,207,2,0,2,55,19,77,43,5,87,2,1,35,40090,40090,50126,34040,17086,37780,48288,34098,20604,601,50,102,33,13,1320,3090,2355,1050,2610,1650,30
AUG,2015,Hackney,1,81,135,212,14,263,27,11,27,85,10,131,75,31,131,25,64,151,115,319,5,0,2,39,18,57,44,5,102,0,0,42,35979,35979,60362,28811,12096,35111,60604,29329,14015,609,51,87,36,17,1260,4095,3255,915,2940,2145,35
AUG,2015,Hammersmith&Fulham,0,61,91,120,6,186,14,11,20,39,4,89,48,36,126,21,123,40,40,257,3,0,2,22,5,38,39,4,114,1,7,30,20476,20476,38978,21581,10600,19954,39326,22810,13559,514,38,122,22,11,600,2115,1635,300,1395,1275,28
AUG,2015,Haringey,0,100,152,189,10,219,24,18,38,115,13,125,53,61,155,22,104,72,44,264,2,0,3,45,22,71,39,51,89,0,1,42,36406,36406,55309,33901,15177,34894,51757,34835,18641,603,52,85,26,13,1275,4065,3270,1005,2640,2130,36
AUG,2015,Harrow,1,41,79,98,5,115,17,7,10,16,1,71,30,14,89,18,86,14,12,132,0,0,3,13,11,43,26,7,43,0,0,25,34875,34875,39132,32088,22178,32383,37899,33719,26038,362,36,75,28,9,675,1740,1155,450,1200,975,42
AUG,2015,Havering,0,65,98,91,6,123,13,12,26,27,4,94,48,68,100,18,87,22,18,206,3,0,2,27,9,50,19,4,49,0,0,33,33143,33143,31945,33376,25640,31709,34197,35270,32992,409,38,44,36,13,900,1740,1500,750,1470,1095,37
AUG,2015,Hillingdon,0,48,142,166,9,259,28,16,34,25,2,102,69,30,115,20,130,30,31,326,1,0,4,39,15,75,41,7,76,0,0,136,43767,43767,48444,37828,23280,41187,47532,38134,27152,522,43,99,25,13,870,2040,1530,660,1545,1080,30
AUG,2015,Hounslow,1,58,125,172,3,176,29,13,28,26,2,100,40,42,158,27,133,41,60,214,1,0,2,42,16,77,51,2,71,0,0,28,37929,37929,50412,34129,18622,35850,46983,33289,21632,538,47,109,26,16,795,2280,1710,540,1800,1050,45
AUG,2015,Islington,0,90,132,182,11,238,17,9,24,71,4,130,72,38,98,30,102,202,83,308,6,0,3,42,14,69,37,5,117,0,2,49,25041,25041,52584,25864,12067,24736,52344,25172,14275,572,49,98,33,11,1320,3165,2265,855,2115,1455,29
AUG,2015,Kensington&Chelsea,1,58,82,125,35,135,24,7,31,36,3,86,54,54,116,19,125,108,43,302,5,0,0,19,15,23,28,7,165,0,2,29,17407,17407,29184,21254,13275,16039,28803,22142,15896,504,43,100,39,8,405,1305,1185,285,975,900,25
AUG,2015,KingstonUponThames,0,22,64,71,5,95,8,7,11,11,2,29,34,13,38,10,68,23,21,125,0,0,1,15,8,35,25,0,58,0,1,10,22655,22655,28776,22604,13548,22698,29351,22533,16291,313,32,66,21,10,375,990,705,315,660,480,26
AUG,2015,Lambeth,1,96,215,276,30,271,29,25,41,98,4,130,81,68,193,61,124,222,111,466,9,0,5,60,28,87,50,15,187,5,1,62,37643,37643,75929,38502,15448,36672,73441,38046,18446,816,60,114,38,19,1530,5055,4440,1080,3435,3090,39
AUG,2015,Lewisham,0,82,136,181,13,267,34,19,32,57,13,144,58,66,144,19,103,38,28,238,3,0,3,46,14,77,52,11,104,1,3,37,40600,40600,55586,38038,16472,38985,56965,39555,20328,636,53,95,42,7,1665,3945,3405,1260,3210,2370,38
AUG,2015,Merton,0,36,80,106,5,119,22,10,15,12,1,68,34,30,66,17,66,25,23,142,1,0,0,36,15,46,23,2,29,0,0,15,27384,27384,36342,26530,14705,25951,36915,27664,18200,361,38,75,28,10,645,1650,1260,450,1305,930,33
AUG,2015,Newham,0,112,170,251,18,203,33,25,35,95,5,130,54,84,191,35,129,87,45,339,6,0,3,58,15,86,53,14,120,0,1,37,50757,50757,75827,36647,14412,49262,61268,35169,17197,787,60,120,38,15,1695,3840,2775,1305,2820,2040,47
AUG,2015,Redbridge,0,45,112,124,7,177,8,14,16,49,4,83,47,60,159,23,58,32,16,188,1,0,6,22,9,48,34,5,98,0,0,29,45337,45337,49131,36187,21781,42770,48801,37687,26015,521,42,67,45,17,1080,2130,1605,735,1770,1395,35
AUG,2015,RichmondUponThames,0,24,54,68,3,80,8,11,11,15,0,61,63,28,60,16,45,14,82,114,0,0,2,23,8,36,22,1,37,0,0,19,25918,25918,27525,28476,16836,25097,29714,29026,20672,307,31,76,24,12,315,915,930,165,660,690,20
AUG,2015,Southwark,0,66,129,220,22,262,21,26,41,117,6,123,121,77,133,35,114,112,100,423,7,0,2,54,15,89,53,7,175,2,2,41,38278,38278,65838,38568,14792,37353,67101,37669,18066,730,58,91,33,16,1635,4350,3630,1110,3240,2445,35
AUG,2015,Sutton,0,41,64,73,1,97,17,13,10,9,2,48,37,19,57,13,68,12,10,101,2,0,1,22,10,66,32,1,32,0,0,9,27712,27712,27681,28407,17534,26205,29814,29202,21487,336,37,67,31,6,435,855,900,315,840,675,28
AUG,2015,Tower Hamlets,1,85,139,229,19,266,26,22,36,86,3,97,112,80,128,37,102,84,117,288,6,0,2,61,32,72,58,7,143,2,3,51,39067,39067,74773,29478,10968,38006,69427,23744,12753,670,52,129,30,19,1275,3390,2775,1065,2625,1740,42
AUG,2015,Waltham Forest,0,54,151,145,15,197,16,11,24,50,2,102,85,58,132,28,62,43,24,255,6,0,3,30,15,86,33,4,128,3,0,30,39231,39231,50266,34341,16732,37312,48187,35045,20308,587,49,85,36,11,1215,2955,2265,945,2310,1860,38
AUG,2015,Wandsworth,0,60,127,184,6,199,21,10,32,35,2,87,81,78,128,33,114,59,45,284,2,0,2,27,10,53,36,3,67,2,2,36,35478,35478,70191,34810,17042,34915,77919,35751,21646,552,45,66,24,16,840,2700,2220,585,2010,1530,29
AUG,2015,Westminster,0,112,179,276,26,250,44,26,44,126,10,120,154,70,158,33,351,468,153,1063,7,0,5,17,27,51,59,16,178,2,3,63,26087,26087,52430,30744,17240,24192,45826,28745,19693,1213,100,244,72,34,735,2085,1740,420,1680,1395,35
JUL,2015,Barking&Dagenham,0,55,131,144,6,192,31,15,25,42,6,89,42,75,88,14,75,21,41,180,2,0,2,37,8,79,43,2,108,0,1,20,36040,36040,30561,23728,11436,33607,33458,24582,14797,502,39,86,41,15,1140,2640,1605,855,2220,1230,46
JUL,2015,Barnet,0,70,157,157,9,206,28,13,32,52,6,173,93,61,251,48,102,60,33,310,7,0,3,37,23,82,44,7,81,0,2,36,54146,54146,61101,47689,30324,50465,61835,50360,37741,538,41,108,53,12,780,2745,2220,585,1995,1545,40
JUL,2015,Bexley,0,33,67,65,5,150,25,13,20,20,1,63,41,40,67,10,41,12,11,127,0,0,1,19,9,67,32,5,44,0,0,36,34427,34427,31256,32867,22801,32930,33951,35015,28610,367,40,70,45,13,750,1260,1155,660,1290,915,37
JUL,2015,Brent,1,88,186,235,19,190,33,21,31,66,4,119,51,64,116,22,112,65,33,247,0,0,2,38,23,68,43,9,128,0,4,31,46034,46034,61121,41083,22316,42872,56140,41240,25995,585,46,85,24,18,1065,4665,3900,780,2745,2565,45
JUL,2015,Bromley,0,54,153,149,10,222,14,10,16,26,2,111,78,55,125,28,144,29,20,256,2,0,1,56,13,65,51,1,71,1,0,37,43347,43347,41114,45569,32078,41147,45213,48382,40492,496,40,77,55,4,705,1530,1470,465,1320,1005,28
JUL,2015,Camden,0,75,133,188,6,201,21,18,42,98,6,100,119,67,124,33,127,199,120,534,5,0,3,38,25,66,48,7,134,0,1,36,28875,28875,49103,28317,16335,28156,48710,27283,19809,668,49,160,34,11,690,2115,1875,585,1635,1260,36
JUL,2015,Croydon,0,104,219,248,12,307,30,21,42,42,8,115,83,69,161,32,148,36,29,325,7,0,4,39,32,95,68,3,127,0,4,52,56047,56047,55269,51038,29291,54025,59056,54499,35617,719,56,108,38,16,1665,3690,2910,1170,2670,2100,43
JUL,2015,Ealing,1,97,177,273,10,277,30,23,28,67,5,121,58,49,162,37,129,50,69,306,4,0,2,53,23,97,46,13,124,1,3,48,48986,48986,61386,45191,24707,46203,58591,45137,29023,672,54,100,35,17,1440,4920,3180,855,3015,2040,40
JUL,2015,Enfield,1,58,142,173,14,204,40,11,33,80,6,97,66,61,233,30,85,43,30,275,6,0,4,43,20,84,43,7,95,3,2,41,50625,50625,48416,42047,24560,47181,52336,45411,30227,559,44,113,43,10,1410,3375,2655,1110,3105,2145,44
JUL,2015,Greenwich,0,65,170,182,8,218,26,15,27,43,2,83,82,51,108,23,98,40,39,290,3,0,6,44,12,99,37,8,45,0,1,45,40090,40090,50126,34040,17086,37780,48288,34098,20604,610,50,103,33,13,1170,3135,2175,915,2550,1515,30
JUL,2015,Hackney,0,80,173,239,21,282,39,22,47,72,8,99,96,53,129,24,56,163,132,346,4,0,2,45,13,81,53,31,93,0,4,38,35979,35979,60362,28811,12096,35111,60604,29329,14015,600,51,90,36,18,1290,4305,3360,945,2925,2085,35
JUL,2015,Hammersmith&Fulham,0,50,90,129,13,170,25,15,15,26,0,80,47,60,129,24,150,66,91,259,7,0,0,35,14,40,45,15,98,1,1,25,20476,20476,38978,21581,10600,19954,39326,22810,13559,505,39,124,22,11,555,2340,1740,375,1410,1245,28
JUL,2015,Haringey,1,74,158,178,11,209,39,21,40,132,11,137,70,54,173,19,102,135,70,327,2,0,2,53,19,60,44,6,110,1,2,52,36406,36406,55309,33901,15177,34894,51757,34835,18641,599,53,86,26,14,1305,4290,3375,930,2610,2100,36
JUL,2015,Harrow,0,35,77,100,9,89,11,7,14,19,4,82,27,19,61,16,46,18,19,129,2,0,1,21,9,40,30,8,42,2,3,13,34875,34875,39132,32088,22178,32383,37899,33719,26038,361,38,75,28,9,645,1800,1110,465,1170,900,42
JUL,2015,Havering,0,45,100,111,5,179,30,9,27,29,4,104,33,51,118,20,98,26,26,204,1,0,0,23,18,81,31,8,51,0,4,31,33143,33143,31945,33376,25640,31709,34197,35270,32992,412,39,45,36,13,870,1800,1455,690,1530,1050,37
JUL,2015,Hillingdon,0,52,148,170,10,234,32,15,25,18,2,98,63,44,127,19,153,34,35,375,5,0,3,39,13,82,55,11,68,1,0,126,43767,43767,48444,37828,23280,41187,47532,38134,27152,526,43,99,25,13,885,2220,1470,705,1560,975,30
JUL,2015,Hounslow,0,45,157,201,7,246,31,19,30,44,0,87,60,37,134,26,142,49,54,254,4,0,0,39,22,107,35,10,99,0,0,29,37929,37929,50412,34129,18622,35850,46983,33289,21632,545,47,110,26,16,975,2400,1785,570,1830,1080,45
JUL,2015,Islington,1,81,115,181,12,233,20,16,25,93,2,123,80,57,108,23,117,279,93,328,6,0,2,43,19,65,45,7,160,1,1,48,25041,25041,52584,25864,12067,24736,52344,25172,14275,568,49,105,33,11,1260,3180,2265,810,2160,1410,29
JUL,2015,Kensington&Chelsea,0,41,69,111,8,177,6,8,17,32,0,103,46,60,109,18,154,96,48,368,3,0,1,17,5,34,23,4,57,0,1,29,17407,17407,29184,21254,13275,16039,28803,22142,15896,498,43,101,39,10,405,1320,1155,300,900,885,25
JUL,2015,KingstonUponThames,0,29,59,68,1,99,11,2,13,9,0,37,43,8,32,5,86,34,36,113,1,0,1,13,9,31,17,10,67,3,2,17,22655,22655,28776,22604,13548,22698,29351,22533,16291,315,32,66,21,11,405,960,750,240,690,480,26
JUL,2015,Lambeth,0,129,232,269,34,323,43,24,56,87,7,140,59,85,183,46,128,144,100,488,5,0,6,49,25,102,36,14,190,4,4,60,37643,37643,75929,38502,15448,36672,73441,38046,18446,813,63,118,41,19,1590,5115,4470,1095,3180,2925,39
JUL,2015,Lewisham,1,82,157,216,21,252,35,13,39,50,4,97,46,94,134,30,103,34,27,269,6,0,0,48,19,95,56,8,126,1,0,43,40600,40600,55586,38038,16472,38985,56965,39555,20328,633,52,95,42,7,1575,3870,3405,1080,3045,2175,38
JUL,2015,Merton,0,33,63,118,3,141,19,12,16,19,0,58,44,31,74,13,85,18,46,185,4,0,2,26,6,46,26,1,44,0,1,16,27384,27384,36342,26530,14705,25951,36915,27664,18200,364,38,76,29,12,645,1665,1290,450,1215,855,33
JUL,2015,Newham,1,93,241,264,21,260,43,27,54,93,3,113,55,79,165,20,133,117,50,378,11,0,3,46,22,101,54,11,180,2,2,59,50757,50757,75827,36647,14412,49262,61268,35169,17197,792,60,121,40,15,1695,3945,2850,1365,2835,2055,47
JUL,2015,Redbridge,0,62,118,153,12,174,42,18,24,48,4,109,38,59,154,21,47,45,17,217,1,0,1,34,15,66,33,4,96,1,0,33,45337,45337,49131,36187,21781,42770,48801,37687,26015,533,44,67,45,18,1110,2205,1635,720,1860,1335,35
JUL,2015,RichmondUponThames,0,19,53,68,2,99,13,7,21,9,1,53,57,27,63,9,49,11,59,106,3,0,1,19,21,36,30,2,27,0,1,23,25918,25918,27525,28476,16836,25097,29714,29026,20672,310,30,77,24,12,315,945,1005,165,615,645,20
JUL,2015,Southwark,0,83,180,220,13,234,38,20,40,73,1,130,135,70,129,25,101,116,105,452,7,0,2,49,29,92,63,13,178,2,2,55,38278,38278,65838,38568,14792,37353,67101,37669,18066,729,59,92,33,17,1695,4530,3750,1230,3060,2385,35
JUL,2015,Sutton,0,28,89,71,1,108,9,7,8,10,3,36,49,13,39,15,67,18,9,97,1,0,1,22,13,45,19,6,29,1,0,17,27712,27712,27681,28407,17534,26205,29814,29202,21487,335,36,68,31,6,450,915,915,315,810,720,28
JUL,2015,Tower Hamlets,0,94,169,236,18,295,50,28,42,113,4,124,125,90,145,30,94,125,136,361,3,0,1,55,27,83,60,8,139,1,4,45,39067,39067,74773,29478,10968,38006,69427,23744,12753,660,53,129,30,19,1440,3495,2895,1140,2580,1710,42
JUL,2015,Waltham Forest,0,72,148,161,10,216,27,18,31,45,1,102,82,88,155,27,80,54,22,271,3,0,3,34,23,67,42,10,132,1,0,29,39231,39231,50266,34341,16732,37312,48187,35045,20308,581,49,86,36,11,1320,3390,2400,885,2370,1935,38
JUL,2015,Wandsworth,0,66,146,172,12,205,24,21,44,28,4,99,92,74,116,24,112,58,74,304,5,0,6,33,14,84,41,9,57,0,2,33,35478,35478,70191,34810,17042,34915,77919,35751,21646,550,44,63,24,17,870,2730,2205,540,2040,1485,29
JUL,2015,Westminster,0,109,165,251,11,266,34,21,34,118,5,125,137,66,193,26,319,485,125,1129,4,0,5,31,33,62,49,13,162,0,2,76,26087,26087,52430,30744,17240,24192,45826,28745,19693,1208,102,246,74,35,705,2205,1800,405,1635,1335,35
JUN,2015,Barking&Dagenham,0,54,141,137,5,150,33,14,20,38,2,68,26,60,77,15,62,19,34,175,4,0,3,38,15,57,30,6,125,0,0,26,36040,36040,30561,23728,11436,33607,33458,24582,14797,500,39,86,42,15,1290,2595,1620,780,2190,1275,46
JUN,2015,Barnet,0,55,134,177,4,223,23,15,28,55,6,176,86,49,245,65,104,50,45,297,2,0,7,38,22,89,36,7,45,0,1,25,54146,54146,61101,47689,30324,50465,61835,50360,37741,537,39,110,54,13,735,2865,2265,570,2145,1575,40
JUN,2015,Bexley,1,33,71,82,2,124,16,4,13,12,3,44,34,60,80,32,59,11,9,135,1,0,0,25,9,60,24,12,56,0,2,30,34427,34427,31256,32867,22801,32930,33951,35015,28610,373,40,71,47,13,795,1395,1170,615,1320,870,37
JUN,2015,Brent,1,101,142,243,19,212,35,20,24,66,4,123,42,80,154,33,111,53,55,270,2,0,2,33,18,92,51,10,110,3,2,32,46034,46034,61121,41083,22316,42872,56140,41240,25995,582,48,107,24,18,1155,4755,3975,825,2715,2640,45
JUN,2015,Bromley,0,51,119,150,9,236,7,12,18,20,1,109,64,69,121,30,158,23,20,280,5,0,1,53,22,85,33,5,78,0,3,32,43347,43347,41114,45569,32078,41147,45213,48382,40492,504,39,79,55,4,735,1530,1485,480,1200,945,28
JUN,2015,Camden,0,80,117,213,8,230,18,21,30,84,4,108,96,75,146,41,114,274,100,500,0,0,0,33,36,60,48,3,154,2,2,49,28875,28875,49103,28317,16335,28156,48710,27283,19809,662,49,161,34,12,720,2160,1875,510,1620,1185,36
JUN,2015,Croydon,0,98,218,240,21,309,31,24,38,42,5,128,109,83,192,38,164,41,36,320,2,0,3,68,28,117,75,6,154,2,0,65,56047,56047,55269,51038,29291,54025,59056,54499,35617,725,58,108,38,18,1680,3645,2925,1140,2655,2100,43
JUN,2015,Ealing,0,83,172,229,13,265,41,17,29,68,4,146,49,67,247,52,116,50,46,323,8,0,3,44,24,112,41,11,121,3,1,45,48986,48986,61386,45191,24707,46203,58591,45137,29023,678,54,97,35,17,1320,4755,3150,735,2985,2010,40
JUN,2015,Enfield,0,62,141,155,15,202,20,15,17,64,4,137,42,43,185,27,74,40,20,276,2,0,4,34,9,71,42,10,90,1,2,37,50625,50625,48416,42047,24560,47181,52336,45411,30227,561,43,116,44,10,1530,3450,2790,1035,3120,2115,44
JUN,2015,Greenwich,1,77,152,169,10,195,31,11,26,35,2,98,57,65,102,26,99,34,23,250,5,0,3,49,10,79,37,13,56,1,0,58,40090,40090,50126,34040,17086,37780,48288,34098,20604,613,51,102,33,14,1185,3270,2220,945,2445,1470,30
JUN,2015,Hackney,0,86,175,226,24,254,37,27,40,101,7,107,105,47,119,24,65,224,132,343,4,0,1,38,21,78,49,9,99,1,3,37,35979,35979,60362,28811,12096,35111,60604,29329,14015,601,51,93,36,19,1230,4545,3570,870,3015,2145,35
JUN,2015,Hammersmith&Fulham,0,73,95,119,12,176,20,14,22,20,1,81,46,56,126,20,110,56,69,282,9,0,0,24,8,37,44,7,78,1,4,43,20476,20476,38978,21581,10600,19954,39326,22810,13559,512,39,125,22,11,570,2325,1755,315,1515,1320,28
JUN,2015,Haringey,1,73,142,146,17,201,23,12,27,88,7,136,63,46,139,26,82,103,69,324,4,0,5,47,13,76,58,13,94,0,1,38,36406,36406,55309,33901,15177,34894,51757,34835,18641,597,52,88,26,14,1290,4500,3510,870,2670,2130,36
JUN,2015,Harrow,0,37,71,93,6,124,16,4,17,22,3,82,34,22,79,18,72,21,18,131,1,0,0,22,14,49,26,7,33,1,0,14,34875,34875,39132,32088,22178,32383,37899,33719,26038,367,38,77,28,9,660,1950,1215,405,1110,885,42
JUN,2015,Havering,0,32,100,134,10,156,11,7,27,24,2,107,42,70,92,18,93,42,21,198,1,0,1,36,10,50,36,6,61,1,0,32,33143,33143,31945,33376,25640,31709,34197,35270,32992,413,39,47,36,13,840,1980,1515,660,1620,1035,37
JUN,2015,Hillingdon,0,53,172,200,4,254,32,12,26,18,4,101,69,36,158,33,149,42,34,340,4,0,5,29,17,111,47,3,84,1,1,143,43767,43767,48444,37828,23280,41187,47532,38134,27152,521,44,98,25,14,780,2280,1515,570,1515,1035,30
JUN,2015,Hounslow,0,61,121,142,7,262,29,16,36,24,3,73,45,42,190,22,164,35,64,197,3,0,2,46,14,90,42,2,76,0,2,39,37929,37929,50412,34129,18622,35850,46983,33289,21632,548,47,111,26,16,1005,2550,1830,570,1875,1125,45
JUN,2015,Islington,1,70,135,156,11,264,28,11,31,80,8,145,74,58,114,27,117,302,101,337,4,0,2,40,12,59,37,9,119,0,0,37,25041,25041,52584,25864,12067,24736,52344,25172,14275,564,49,105,33,11,1320,3240,2235,795,2160,1440,29
JUN,2015,Kensington&Chelsea,0,31,83,100,9,157,9,6,13,24,2,83,46,85,134,22,160,98,49,337,1,0,0,11,6,29,21,4,93,1,1,19,17407,17407,29184,21254,13275,16039,28803,22142,15896,498,44,104,41,11,420,1410,1215,285,975,870,25
JUN,2015,KingstonUponThames,0,31,55,64,3,90,14,8,15,6,1,35,33,13,64,9,62,34,23,129,2,0,0,23,9,36,22,3,77,0,0,25,22655,22655,28776,22604,13548,22698,29351,22533,16291,317,32,65,22,12,375,945,690,210,735,525,26
JUN,2015,Lambeth,1,117,197,235,28,287,38,26,51,66,8,119,58,77,165,51,105,154,96,446,5,0,5,38,29,121,46,17,193,0,3,44,37643,37643,75929,38502,15448,36672,73441,38046,18446,812,62,117,41,20,1605,5370,4575,1035,3330,2985,39
JUN,2015,Lewisham,1,70,143,196,22,245,31,15,39,64,6,104,64,113,151,24,96,32,30,253,4,0,4,53,16,79,40,11,147,5,2,33,40600,40600,55586,38038,16472,38985,56965,39555,20328,639,52,97,42,10,1635,4215,3420,1110,3090,2175,38
JUN,2015,Merton,0,37,84,81,4,106,10,11,17,21,1,49,38,24,79,10,73,23,35,161,3,0,1,23,13,49,30,4,46,0,0,17,27384,27384,36342,26530,14705,25951,36915,27664,18200,367,37,76,29,13,660,1785,1335,465,1275,885,33
JUN,2015,Newham,1,112,187,230,23,252,46,25,48,120,8,101,59,75,200,22,169,102,40,345,2,0,1,45,20,91,49,10,133,0,3,58,50757,50757,75827,36647,14412,49262,61268,35169,17197,791,60,122,40,16,1710,4095,3000,1350,2970,2115,47
JUN,2015,Redbridge,0,61,121,191,10,180,31,11,26,62,6,110,55,71,157,17,86,38,18,214,2,0,1,35,14,48,40,7,101,0,1,32,45337,45337,49131,36187,21781,42770,48801,37687,26015,531,43,68,45,19,1080,2370,1680,630,1860,1335,35
JUN,2015,RichmondUponThames,0,19,48,60,0,106,14,6,14,13,0,67,57,28,72,19,66,12,56,114,0,0,0,9,4,45,24,0,23,0,0,14,25918,25918,27525,28476,16836,25097,29714,29026,20672,317,31,73,24,12,300,1035,945,150,600,630,20
JUN,2015,Southwark,2,94,167,213,19,268,28,18,53,91,4,158,109,99,164,40,98,91,142,432,7,0,1,66,41,70,49,9,119,0,1,41,38278,38278,65838,38568,14792,37353,67101,37669,18066,735,60,95,33,20,1650,4590,3780,1140,3120,2370,35
JUN,2015,Sutton,0,33,90,113,5,128,13,6,20,15,1,40,80,18,82,24,72,10,12,120,2,0,0,15,8,41,26,4,32,1,1,8,27712,27712,27681,28407,17534,26205,29814,29202,21487,339,35,67,31,6,450,990,885,345,900,735,28
JUN,2015,Tower Hamlets,0,85,184,206,12,245,31,13,27,90,3,79,96,100,139,47,95,122,99,301,6,0,1,42,15,99,48,3,119,0,1,46,39067,39067,74773,29478,10968,38006,69427,23744,12753,663,52,126,32,19,1545,3630,2880,1080,2700,1755,42
JUN,2015,Waltham Forest,0,70,135,153,16,188,16,14,41,50,2,91,66,87,159,29,99,44,37,262,1,0,2,49,17,82,40,12,113,1,0,45,39231,39231,50266,34341,16732,37312,48187,35045,20308,584,48,89,36,13,1575,3675,2475,915,2445,1935,38
JUN,2015,Wandsworth,1,57,150,176,12,179,26,14,32,35,3,103,99,96,120,28,149,50,78,265,12,0,0,39,17,75,41,5,50,1,3,50,35478,35478,70191,34810,17042,34915,77919,35751,21646,557,46,62,24,17,840,2835,2205,555,2010,1500,29
JUN,2015,Westminster,0,94,181,246,20,259,47,15,54,103,6,103,144,91,158,33,311,500,117,1065,7,0,3,17,35,61,41,9,142,0,2,51,26087,26087,52430,30744,17240,24192,45826,28745,19693,1190,101,252,76,34,735,2205,1815,405,1710,1365,35
MAY,2015,Barking&Dagenham,0,60,122,157,6,147,38,13,17,49,4,61,41,48,80,18,82,20,14,168,3,0,1,46,15,87,30,5,99,0,0,32,36040,36040,30561,23728,11436,33607,33458,24582,14797,499,36,81,42,15,1335,2700,1665,750,2145,1230,46
MAY,2015,Barnet,0,52,118,158,8,193,22,12,20,60,6,191,115,46,183,46,87,49,30,269,4,0,0,24,20,70,56,5,53,0,0,24,54146,54146,61101,47689,30324,50465,61835,50360,37741,536,39,109,55,14,870,2925,2325,630,2160,1590,40
MAY,2015,Bexley,0,38,73,99,4,96,15,5,17,7,1,37,44,67,76,23,84,10,6,130,7,0,0,24,13,83,35,4,40,0,1,18,34427,34427,31256,32867,22801,32930,33951,35015,28610,372,38,77,48,14,810,1365,1200,630,1320,825,37
